,user_name,conscientiousness,openness,neuroticism,agreeableness,extraversion
155,tyenrasif,45.17188938,36.7927973,39.54109192,34.23037422,43.88727459
156,itsmarimac,49.7870814,42.52245259,28.50980959,45.33501703,42.8349936
157,billiekocaine,38.09663028,45.69389249,48.0541094,34.65357102,41.7531356
158,linda.zetina,28.40441728,34.25058687,41.45044658,42.91613351,36.69471482
159,merakihairbyma,32.78091176,43.99455658,19.95898858,52.39326716,55.13885187
160,officialelitesonly,56.64880284,34.22642936,32.45537345,61.90152997,46.18423047
161,christinabanjo,49.10187344,44.21377723,26.02606254,56.21138485,62.32629313
162,laurenlipman,44.65892436,41.74081577,35.52804137,42.19383786,42.3676009
163,mariaaparis,47.50858345,47.68911193,44.43987366,43.1668424,52.82881129
164,karsen_rigby,45.76382256,49.13033346,34.92426121,55.14421806,40.57347369
165,iamtimecop1983,55.19480577,49.34665954,23.52647235,68.39902615,65.45862026
166,samysantos_xoxxo,35.61791929,31.33213372,23.72184681,53.92980101,48.59670666
167,elegant_le_fleur,56.66202127,36.6647768,24.54705103,54.86171217,55.07965157
168,monurgurler,36.66576987,40.20987939,25.24125024,55.26593794,44.46011578
169,shadows.mua,47.52358632,53.43511587,35.21675244,59.13615303,64.5767721
170,christie.ofcl,35.0246236,37.13238519,21.99217866,56.35358836,52.00011409
171,brosephdavid,42.50931822,52.86642987,33.24497755,65.67321718,63.70275924
172,hittaj3tml,52.80485099,37.0452372,30.62689322,46.44874262,51.56351252
173,starandskyeapparel,47.21845518,42.90764009,21.9066202,52.75362809,49.42115153
174,vanessawatsonlcsw,58.25418565,44.37132269,31.94977793,65.0354687,59.85908037
175,stevengarciapr,37.38842274,33.84308564,26.55134888,42.99875278,54.31398341
176,soojel,60.18602365,34.89224535,41.28308242,68.61275626,64.05788113
177,daphnesdeals,42.35450419,51.80226353,18.60091673,55.9437604,50.14393217
178,official4x4mafia,43.64118071,50.46345576,21.7807317,51.26832557,61.02462226
179,kriegiebarbie,47.14607708,46.18092723,27.6370712,77.10027341,72.54914169
180,itsthecwolf,48.43244893,36.30142101,33.04890926,46.71260797,56.9775127
181,chude7,46.4133865,50.2529669,30.10315378,44.25252482,48.91355746
182,kayteebaybeee,60.05946969,42.88933023,29.95109194,43.50348268,57.72749264
183,shellyknicks,54.02094183,46.96365088,37.29030737,61.43191111,58.60388892
184,thelindenlos,31.29662323,45.73714926,31.79646748,47.23191332,41.14863376
185,kngtino,47.22683531,42.5749193,53.59728982,39.24546292,34.90532141
186,yourfoodguide,54.86194678,47.0562782,36.10212388,57.67982198,67.6148292
187,lungguhtri,28.46794104,39.75105353,27.30049232,44.22982847,39.94767571
188,jeffmindell,61.68642572,44.75395559,42.66018218,49.66323221,64.08367022
189,finforthewin,54.95412204,48.79116153,46.82506336,58.74183391,67.68689964
190,gurusinghyogi,45.05254457,49.71576931,24.47390912,50.17620819,51.41218618
191,enrichella,39.26705103,32.85954711,26.09052278,56.9831005,42.26168543
192,josuedsk8,30.01756593,32.24378466,26.80639263,53.21009377,39.08832565
193,sherylbenjy_art,46.95833645,45.43047888,29.01610914,71.59212401,66.08325305
194,lilliangiunta,51.55395595,43.76448989,21.86591518,64.88970589,62.89025212
195,tricia_one_of_a_kind_nails,36.8245695,48.29786271,21.51976778,51.68497087,60.49012604
196,oddainfx,63.1434841,38.93319418,32.34919599,59.62702978,74.66029439
197,ieshapannell,51.53490951,43.51018406,23.02126354,61.65912461,64.32508202
198,swaggersteph,63.65198542,52.23848209,24.24737776,58.03755151,69.16346765
199,agreencts,42.90063745,47.26291058,33.65586301,55.58916856,65.28443975
200,missjackiewanders,48.53706603,41.14225359,24.49592775,64.82293798,64.97570282
201,kenz.nfc,43.41358595,34.48524233,24.32312552,48.60401279,50.40893441
202,itzelromero,35.56871879,38.07512493,34.75234905,38.39138478,44.01621057
203,ryanroxie,32.62516679,46.5741771,40.10964861,44.02006979,44.25920986
204,sarahfromtexas,45.01205956,43.19160038,27.59608236,52.08628886,61.55999943
205,hollywood_coldd,56.13435608,52.15298939,37.43146552,69.25397455,72.61490093
206,haleydawwg,50.8161028,48.44502949,32.39756947,62.75695517,53.66785954
207,suede_swan,53.28581525,54.72661403,42.38735255,54.39606864,70.44921101
208,tommyherd,44.68578003,47.00093951,32.95984032,49.20794489,60.64505214
209,evapvalles,42.08769212,46.89102785,29.45460555,53.18121519,71.04297182
210,jooiisss,35.19548548,33.9754323,25.82090042,49.84160905,43.0747147
211,zina.monae,44.17641547,51.30615131,23.99572368,50.91265114,56.69780868
212,lexisivy0517,27.96798258,31.58467104,25.91493677,46.65543952,38.23598832
213,tiffany.queen.of.blonde,64.31247326,54.29427436,46.81727496,58.46876588,75.87639927
214,torikayunedited,49.52336325,51.69180927,35.46710122,62.65848501,49.25761875
215,carolyncadaver,41.38887037,35.258798,18.80822737,57.56003332,55.25480541
216,halfietruths,45.3561978,45.72604372,36.37637913,52.41965857,61.10098596
217,isuppose818,59.97360726,55.62329616,32.5275283,73.12504655,66.64447666
218,blizmella,48.74885376,50.86512136,37.8894626,59.85575808,62.01439208
219,elianasua_,54.30022795,42.82210997,36.13824746,61.10509761,64.6333091
220,venusnovak001,35.27537023,44.33988248,22.82011398,53.83659116,47.25488864
221,claude_schmit,45.27544946,44.68456335,43.33045685,42.73365431,40.39355984
222,mikayla.poppy.wai,61.61907352,45.26995724,27.33065145,59.42789238,65.22147271
223,body_by_clo,51.79612532,31.79448766,43.41791985,46.6620804,53.33876137
224,ivanapeters,29.77174937,37.49646424,32.64410517,43.93746019,41.06053377
225,trentinomusic,41.53907759,44.59652646,24.39533403,53.12246445,49.62932816
226,ki2nen,37.71838229,37.5845588,29.3246987,52.39914701,52.20621166
227,fityogastore,38.66475314,52.14404799,21.09436921,61.895949,52.96792604
228,gggggodsplan,41.32612177,50.38410974,40.28440432,33.40330434,49.56816845
229,vavavirtual,54.00302882,56.5204061,29.17427243,65.94176839,79.74569454
230,sofia.supichaya,47.15577785,50.54209059,26.94042026,49.48575422,48.35258754
231,rosegold901,53.49368394,40.616666,31.2133728,52.6221891,53.87137929
232,butchdreamdaddy,52.58362434,52.16502907,31.66432438,52.00158985,60.4735895
233,_thekingpen,47.83455772,39.639163,35.71963415,75.69885788,53.20638345
234,nourishmelhealth,52.87314466,37.30266521,33.34538078,43.56003414,49.20108701
235,kanyewestaurant_,63.97085348,53.16322695,24.13788412,64.22641115,63.7268378
236,thelalamoni,42.25474156,43.51543939,47.49582287,35.87883629,46.00732626
237,pc.gamer1,28.50931824,41.45972649,34.75943706,50.24015898,40.47800704
238,itsolgamusic,27.1229072,40.08941891,23.70235579,41.84365934,39.95663804
239,joellelyrics,48.17117061,54.39277901,46.23873018,49.7051976,53.84065685
240,notvicky,46.20411073,40.91475997,39.19356289,49.09533065,53.6333875
241,mslyndacarter,55.6599956,47.31063518,28.55052066,55.58979622,67.91304979
242,christophe.nyc,58.49586828,51.14571244,30.99549667,68.41081611,59.12002637
243,stylesbytrudimichelle,46.14032484,37.71575845,22.99380726,53.3594518,56.87069243
244,itstarabritt,50.04188361,44.48378285,43.7310527,59.85187896,49.17194277
245,nuevogirooficial,31.32329054,37.98066965,23.52922295,47.85162875,44.50911243
246,milakleinjewelry,60.48081595,49.13515404,23.62478766,67.40491844,66.20598231
247,iamtiaraivette,44.41014836,40.04796489,24.38737608,47.94262022,61.92882572
248,hervebarmasse,26.90747474,41.32240988,30.92049534,46.62323869,37.28862972
249,jessicajeli,38.55416936,55.77268527,21.16291081,54.1119427,72.34068431
250,arielamarie_,37.75145885,43.22849275,29.80745662,46.58317624,51.55061561
251,marie.reginato,40.11085766,42.40196142,22.34450287,51.51915576,49.61594608
252,tiana_aliyah,43.51859495,37.12491196,30.45676177,45.33882121,56.46206995
253,mikelemieux,60.45022623,48.20786411,34.23117422,66.78238047,67.34651071
254,sparklegigi,47.59915909,39.98026587,27.73212422,47.51323576,58.92509606
255,salo_sion,28.78332045,45.75942058,29.44802248,46.32500973,50.92596613
256,alliedcollaborative,47.4639627,64.78805724,43.20512703,50.08317568,59.6101313
257,think_cj,55.38050145,46.40002713,34.62060179,47.78639373,54.94465251
258,crystalstarrmusic,58.01784767,44.16211399,30.41064199,66.62497126,75.5506436
259,brennadamico,45.46414482,50.35155149,22.98070986,59.86156335,59.84476104
260,thatssomorphin,55.0090775,48.62329421,28.32827963,52.68817173,69.37457847
261,chefkaykay,51.62475214,47.59125656,38.82062686,49.7900461,61.57209715
262,heymariavolovik,47.95726618,42.3359237,30.45071795,73.11169294,66.19905176
263,ismael__garcia__,54.18184111,49.55097937,34.04895846,68.93718085,64.38754687
264,aminamarie,46.05661325,48.38220295,26.20108805,58.56691423,58.3192331
265,chrislaurita,53.911332,47.88424363,23.47197826,66.49819397,62.47941345
266,moefromthe5th,34.59197151,44.03046823,48.49851433,46.50870608,37.76650219
267,krkarishma,46.57996091,43.17610231,34.33288156,57.34532154,58.40793786
268,phoenixxthegod,39.41668894,38.67396133,35.84921317,56.74493664,54.08009286
269,rochellekissun,34.65040369,43.43757782,55.67718075,35.60631853,45.81806457
270,alineh.davidian,56.0192795,50.29401521,36.21631609,65.2009826,63.69886292
271,jessica_reignsalon,54.02462109,35.13938358,33.35775801,47.24137915,59.01366298
272,ravenmskincare,59.71215558,53.2674212,30.51461136,58.33603608,69.4873261
273,britanyramirez,56.84142062,46.36918553,25.95957477,59.66272783,63.58724132
274,kingswuice,45.10714663,46.22466212,38.0757428,53.4835354,59.9170057
275,valerie__forever,49.64590462,38.60721179,40.57549756,44.00154874,42.27255578
276,hempmomma,60.61533354,45.0102711,29.91285218,60.32622082,78.91276836
277,dansu92,42.51147465,40.13698714,29.07309213,45.60062932,51.32820074
278,kids.opedia,52.39851946,40.30825819,29.41542214,48.30289103,69.35155252
279,lovindabling,54.57636495,50.89806559,25.8611724,64.5274026,74.94584446
280,linn.nguyen1611,51.45685635,46.04549809,22.54207894,65.48972736,51.09455685
281,loveisjaded,56.31391437,48.71834976,26.25785242,58.17035516,62.67071024
282,charlieee00,57.3164125,46.81370112,39.07216399,56.28216293,45.64468715
283,phenom_hoops,42.69529919,35.40603017,38.70021979,38.24301674,50.44743693
284,liljames,49.31441666,49.57298679,35.09583375,57.249483,53.40794161
285,pattygurdy,54.07791495,49.62955637,27.70267725,75.73430221,61.21809591
286,worldraphits,48.80774965,45.92353285,30.72823163,57.40062331,57.0009027
287,limooueslati,51.67663897,44.63189991,32.87372461,52.63654138,60.38097419
288,wearitblack_,37.06158176,33.46869364,49.81132179,34.8235324,33.02738489
289,denaimariie,52.82186638,38.11489539,25.81132832,38.69533666,60.15536288
290,mickaelguerreroguitar,31.18184963,54.84022223,32.59613789,53.12260445,40.04298569
291,adamajrbrothers,50.84673024,38.66035896,26.15338181,46.3882948,54.39881421
292,lisaberrylive,42.75146562,46.00180611,38.40994804,59.79514677,57.94253632
293,bethhallfit,51.83081677,42.48949917,30.07159176,54.7879658,46.27792643
294,elizabethwoods,51.63189632,54.46782733,40.28918032,62.35342173,72.76368646
295,codiesanchez,45.11677812,45.85983339,55.44705315,39.71727674,45.55680661
296,cristinaszeifert,49.84078869,46.28263044,24.59506231,67.18132083,51.01783195
297,maxcholon,59.22580636,47.45934268,47.73107324,61.31108997,60.67633405
298,sojohello,37.16717317,55.6041483,42.74095083,46.1264804,45.57215365
299,nena_rodz,30.02592062,36.27693471,28.08739593,48.05496777,38.80858974
300,paytherealtor,45.80698275,39.08964225,27.32121182,56.38412718,48.52234841
301,staceygnyc,40.5147349,34.51975732,25.55320182,48.1088274,44.09641287
302,orothschild,39.09173506,45.76833139,48.1668397,52.83804343,45.71122921
303,ishfaq_kawa,36.17569513,48.57972878,34.66358373,50.29112175,48.74333184
304,lexiecontursi,59.56598053,42.4058302,22.85696764,64.86064664,72.60979334
305,kimmytapia,39.64587618,40.1017559,37.65920319,47.17011682,49.3376849
306,theunknwngirll,54.95214353,37.70544688,49.30208779,58.76948766,70.02196563
307,rnbmatters,49.27651308,37.81320236,30.59986857,47.25701565,48.78067013
308,amber.cynthia,47.97892756,53.85324941,26.85456296,66.53029863,56.54185765
309,alliepullen,50.58736046,48.87208661,29.42386472,55.81495529,55.87593161
310,hernanorjuelab,29.83717327,38.82826661,27.19893635,49.72176584,44.35342464
311,deconunes_,41.46110854,48.96858076,25.89214419,59.77372667,55.7870583
312,king_maya11,32.82621719,45.60609499,33.13342969,42.3522018,47.7631958
313,highrepsfortoning,45.30516199,50.53054394,38.07513451,55.19510325,44.43907387
314,matej_h_entrepreneur,47.87026961,45.12250444,41.0497729,52.86235125,47.03228099
315,thenailhotline,58.73130723,53.67602484,33.95593773,66.55790837,63.01940326
316,jaredgoetz,49.50956445,41.21186146,44.46827949,53.91984301,39.47249088
317,makeupartistana_la,66.11139573,49.8801613,25.02375501,72.50998141,72.35483465
318,elena305,48.98545558,40.27819784,33.24633303,46.94238848,58.03780198
319,joycebonelli,26.85120622,34.66829103,23.91866535,47.31738174,41.33012036
320,taylanalpan,53.61856434,44.47089713,23.13559272,71.20932693,69.32874715
321,b_tuck31,60.09038895,52.19275559,32.32892742,74.4688818,71.73779883
322,jp.flex,45.69050321,47.41420458,28.59931491,45.32792846,51.29889275
323,nina.y.sofia,38.38739619,32.7619433,24.43494188,55.81261925,49.3258336
324,stephpiruns,44.92826381,38.04714449,33.84316129,44.43675924,42.8752811
325,ms_rach,57.60005396,57.93612846,27.28906789,69.67142783,59.08790123
326,slatcocupairena,27.79844118,32.77559844,26.06765582,46.07176398,38.29949025
327,legendarydamon,48.64492038,57.80281101,39.64529453,47.70951767,63.94129821
328,avramchik_bnw,38.39613139,41.97067126,32.37811476,45.15913267,40.21472404
329,sicfux,40.61395474,57.98556487,49.35629333,47.80068574,39.51518509
330,celebritykendraroyal,54.52769054,51.02785566,27.52926763,53.85289123,66.02569648
331,brennablackmun,30.64545425,43.65196292,48.06895002,28.71537755,43.54142027
332,kalenemsley,38.00506569,56.71000253,30.53021899,60.57003642,47.54357881
333,mihahopewellnessinstitute,50.23908743,49.4598944,30.04866092,57.96279064,48.90449127
334,gustavovidente,29.25621148,36.46976441,32.18959301,42.22121287,40.28606957
335,iqwan.alif,32.95809814,37.14069116,23.54509971,51.92455213,49.51746707
336,reynasoarus,55.81756209,53.35383248,34.95100012,71.71941818,58.34646099
337,griselda_records_fanpage,36.65529853,43.91427567,26.37960614,46.20475354,48.13590277
338,pukfashion,41.47610311,42.2333358,26.08518536,47.04599256,44.91175923
339,jacquie_9,63.40943787,38.99928345,34.47924684,56.53332417,69.15816693
340,fanicita_reyes,36.41695275,34.28235491,27.02026188,49.89446289,39.94913483
341,iamjavonterose,49.64116482,47.1955485,22.61546664,64.44734837,64.66582019
342,luzcorriganmusic,58.95818453,41.53289489,46.18353036,55.79576361,46.57072853
343,davidpaterik_ifbbpro,39.07181845,36.41232263,30.57395839,38.77611111,53.06082975
344,iamclarita_lopez,31.19629711,40.45125143,22.55423916,47.88877782,42.09368822
345,momentswithkatie,52.10988107,42.67448926,40.91532862,46.61751472,57.36955283
346,thehennyhardaway,41.07895568,51.31568367,47.33938901,41.01965385,43.08177634
347,jassnow,59.48238206,56.8681843,28.83787553,68.86453203,77.04069776
348,moreeder_,57.33371821,45.2794158,41.3687361,59.77532172,71.12490615
349,leviathandc5,43.52304423,50.87938147,47.45356523,40.99145152,45.01345203
350,lil_simonita,43.72825858,40.9258351,37.07156273,46.91805398,63.06442594
